date,timestamp,humidity,pm_10,pm_2_5,pm_2_5_sp,temperature
2024-01-17,2024-01-17,91.21529533370304,33.70911621433542,29.473208072373,34.57272094641615,30.50929951518463
2024-01-18,2024-01-18,96.19079844865294,18.70473537604457,17.20682451253482,17.9658774373259,29.02373268743743
2024-01-19,2024-01-19,93.14590899768558,27.05215577190543,24.80319888734353,26.29346314325452,29.82460159917203
2024-01-20,2024-01-20,90.58369926091356,45.9366295264624,40.79735376044568,52.2625348189415,30.50899346226769
2024-01-21,2024-01-21,84.90899602986909,46.93528183716075,39.71398747390397,47.94919972164231,32.01113834261646
2024-01-22,2024-01-22,78.20847142448824,52.92752613240418,44.11567944250871,57.44250871080139,32.80635246250272
2024-01-23,2024-01-23,86.86323195977918,58.50473186119874,48.74447949526814,66.46845425867508,31.36032826516907
2024-01-24,2024-01-24,84.73235539027623,40.52827380952381,34.92782738095238,46.46056547619047,31.72003201075963
2024-01-25,2024-01-25,91.38861166793446,39.53551476456504,34.71827613727055,41.41021548284118,30.8100909379988
2024-01-26,2024-01-26,93.180482188288,20.33861671469741,18.62536023054755,19.10806916426513,30.07096304330084
2024-01-27,2024-01-27,91.48666180084378,38.80167014613779,33.95337508698677,41.79401530967293,30.91117142137755
2024-01-28,2024-01-28,88.06599294106792,24.98353614889048,22.71009305654975,24.12455261274159,31.32390540415846
2024-01-29,2024-01-29,91.0198201044024,22.66713091922006,21.02019498607242,21.59888579387187,30.41397307244516
2024-01-30,2024-01-30,80.16949097868132,35.25591098748261,31.31849791376913,35.99860917941586,32.70865343542192
2024-01-31,2024-01-31,77.40707450553454,33.88308977035491,29.51356993736952,34.06958942240779,33.12079061297136
2024-02-01,2024-02-01,74.93080415433496,39.47493036211699,34.31615598885794,39.53133704735376,33.80252402472961
2024-02-02,2024-02-02,80.02175473435321,41.39818688981869,35.79497907949791,41.19107391910739,32.99067796523601
2024-02-03,2024-02-03,89.35761467389445,31.80284775465498,28.53340635268346,33.07447973713034,30.73303590337914
2024-02-04,2024-02-04,88.45546677094252,19.08874912648498,18.24807826694619,18.34800838574423,30.97480246106034
2024-02-05,2024-02-05,80.8205799916912,28.8344039971449,25.97430406852249,28.92219842969308,33.10364815101379
2024-02-06,2024-02-06,88.69180805416015,48.80306193458594,42.08698677800975,54.14335421016006,31.62378044367334
2024-02-07,2024-02-07,86.58295102770282,60.42339832869081,51.96935933147633,71.8600278551532,32.05078677546679
2024-02-08,2024-02-08,93.10844702777052,65.30828114126653,57.96033402922756,82.43075852470425,30.32017590357516
2024-02-09,2024-02-09,80.6169556603722,46.74947515745276,41.12666200139958,52.3778866340098,33.23697046769758
2024-02-10,2024-02-10,82.24467341901531,38.23173277661795,33.21711899791232,38.35421016005567,32.67790664959551
2024-02-11,2024-02-11,74.88537631659122,30.25,27.20403899721449,29.98955431754875,33.33012912930884
2024-02-12,2024-02-12,83.71175995955231,39.03120567375886,33.85106382978724,38.56312056737589,30.96934736535904
2024-02-13,2024-02-13,83.01220006551192,33.76896311760613,30.20668058455115,34.67571329157968,31.71325428749674
2024-02-14,2024-02-14,84.06310490199498,26.54017857142857,24.35535714285714,25.07321428571429,31.72039467947824
2024-02-15,2024-02-15,90.41282956435934,20.13291579679889,18.91231732776618,19.09533750869868,31.21045711891636
2024-02-16,2024-02-16,92.01168649219836,22.35048678720445,20.73991655076495,21.35326842837274,30.31675420981289
2024-02-17,2024-02-17,93.6972245387474,26.96105702364395,24.31641168289291,26.35257301808067,29.87737875820367
2024-02-18,2024-02-18,91.5409007562136,46.54843408594319,39.39402767662054,48.90458849235251,30.20639084762496
2024-02-19,2024-02-19,86.771400786143,45.34725121781489,38.45093945720251,47.85247042449548,32.15275328443045
2024-02-20,2024-02-20,85.6307229484712,54.81141266527488,47.87265135699374,65.24217118997912,32.32546366331224
2024-02-21,2024-02-21,82.75507339860071,41.51183844011142,36.63927576601672,45.29456824512535,33.16336480355861
2024-02-22,2024-02-22,85.93888040541275,35.33333333333334,30.66597077244259,35.53096729297147,32.49398313136091
2024-02-23,2024-02-23,84.0137160479732,40.86638830897704,35.68823938761308,47.86360473208072,32.80039618060086
2024-02-24,2024-02-24,87.95405569056628,45.02157272094642,39.24008350730689,50.0661099512874,31.24180485161958
2024-02-25,2024-02-25,83.40728483684542,55.48016701461378,47.47390396659708,64.2115518441197,32.6218759938919
2024-02-26,2024-02-26,85.11462198326515,44.44846796657382,38.45891364902507,46.87674094707521,31.77509509753384
2024-02-27,2024-02-27,78.71796505384711,47.70438247011952,40.87171314741036,52.21673306772908,33.22464803870456
2024-02-28,2024-02-28,79.7262420229261,46.73607242339833,40.27646239554318,51.42130919220056,33.39997251717825
2024-02-29,2024-02-29,79.85135788528218,46.33217027215632,39.95882763433357,51.82623866015352,32.89766363555206
2024-03-02,2024-03-02,76.62241923085311,41.66782972784368,37.8702023726448,48.29378925331473,33.95644002250251
2024-03-03,2024-03-03,83.50075864060321,27.43933054393305,24.96861924686192,26.81589958158996,32.73618307073745
2024-03-04,2024-03-04,91.51884860766788,26.37787056367432,24.07098121085595,25.47668754349339,31.00419142052127
2024-03-05,2024-03-05,87.53635369355224,41.08484005563282,35.71418636995828,44.55841446453407,31.87928307205646
2024-03-06,2024-03-06,90.12263436738866,38.64787752261656,33.85038274182325,38.34446764091858,31.2075907601693
2024-03-07,2024-03-07,81.38630617786367,32.59163763066202,29.24390243902439,32.28780487804878,33.38000211815385
2024-03-08,2024-03-08,89.31366582670059,20.82741823242867,19.42379958246347,20.0946416144746,31.42964596041558
2024-03-09,2024-03-09,89.27634391174104,31.09046624913013,28.41684064022269,34.64926931106472,31.61107455514418
2024-03-10,2024-03-10,94.78809529480618,29.98188153310105,26.6808362369338,30.16236933797909,29.95226646715756
2024-03-11,2024-03-11,96.98297743508611,31.81002087682672,28.79053583855254,31.01600556715379,28.6783340231113
2024-03-12,2024-03-12,82.92824593200896,53.84481558803062,45.69867780097425,60.86221294363257,32.67390496048898
2024-03-13,2024-03-13,82.55682953496488,41.59438040345821,36.19740634005764,42.10662824207493,32.04227876250957
2024-03-14,2024-03-14,76.51075650859812,64.76675977653632,58.20111731843576,81.36382681564245,33.72898655896746
2024-03-16,2024-03-16,75.7182737813696,70.23103688239388,60.22338204592902,83.60751565762004,34.12079940509199
2024-03-17,2024-03-17,77.38993624141006,51.62212943632568,44.44676409185804,56.73625608907446,33.58268785576233
2024-03-18,2024-03-18,79.04565207430629,58.88655462184874,49.65686274509804,68.96848739495799,33.52787562779018
2024-03-19,2024-03-19,77.68142402670178,57.63022284122562,49.27158774373259,67.54526462395543,33.66770433516223
2024-03-20,2024-03-20,78.45684946122564,47.78357689631176,40.66457898399443,51.08629088378567,34.15859469292308
2024-03-21,2024-03-21,84.41135738784843,40.15540069686411,35.09198606271777,41.13658536585366,32.49633321197191
2024-03-22,2024-03-22,87.11727516636222,48.9526791927627,41.73416840640223,53.580375782881,31.88152145990997
2024-03-23,2024-03-23,79.87230867665927,55.01809324982602,45.81628392484343,60.22894919972164,33.36590983922397
2024-03-26,2024-03-26,81.99696922434977,64.84620737647877,55.02992345163535,78.23799582463465,33.40990038654749
2024-03-27,2024-03-27,76.49149931266332,53.82996515679442,46.65226480836237,62.9205574912892,34.33136645592879
2024-03-28,2024-03-28,72.28520127245346,50.31593597773139,42.98190675017398,56.25121781489214,34.89401544558977
2024-03-29,2024-03-29,80.61006298623823,50.76638772663878,42.49860529986053,54.05299860529986,33.05861022183087
2024-03-30,2024-03-30,82.15417454841672,40.42267319804058,35.44226731980406,41.71238628411476,32.89813629641576
2024-03-31,2024-03-31,83.28444849738676,31.84738675958188,27.99303135888502,32.56585365853658,32.35642978787838
2024-04-01,2024-04-01,77.14666688458857,36.72175732217573,32.37238493723849,36.62761506276151,34.47985022636637
2024-04-02,2024-04-02,82.82984638678671,44.83716075156576,38.55323590814196,47.26096033402923,32.81006050508057
2024-04-03,2024-04-03,81.70880718989882,33.67062107466852,29.64619678995115,34.45359385903699,33.70530250267141
2024-04-04,2024-04-04,87.14966584844728,29.65970772442589,26.31663187195546,29.65762004175365,32.2600980690974
2024-04-05,2024-04-05,81.09313028460599,40.03835425383542,34.78591352859135,40.13319386331938,33.07952433949235
2024-04-06,2024-04-06,79.30989355537089,41.13296011196641,35.51924422673198,42.34709587123863,34.35234865331416
2024-04-07,2024-04-07,79.22584528352432,50.02449265220434,42.17284814555633,53.98180545836249,34.5603540312418
2024-04-08,2024-04-08,79.23430759817238,43.87760778859527,37.74895688456189,46.07579972183589,33.87624302891929
2024-04-09,2024-04-09,86.58239992443023,35.55254001391788,31.38135003479471,35.48990953375087,32.03712479306661
2024-04-10,2024-04-10,82.54154810998433,48.64206128133705,41.41713091922006,53.05362116991643,32.97856280398568
2024-04-11,2024-04-11,90.97499435945112,18.51619718309859,16.65985915492958,20.69014084507042,30.59170908121575
2024-04-12,2024-04-12,94.99160270828632,14.83212996389892,14.00090252707581,14.0370036101083,30.09574559621432
2024-04-13,2024-04-13,84.09033561402647,28.18448637316562,26.18029350104822,27.17400419287212,32.62471772839688
2024-04-14,2024-04-14,78.30385806748,40.09255393180236,34.54001391788448,40.67571329157968,33.80995716580767
2024-04-15,2024-04-15,86.81356049114909,36.68823938761308,32.67780097425192,37.11899791231733,32.06632100465651
2024-04-16,2024-04-16,88.50609193044531,45.80669923237962,39.10886252616888,47.35589672016748,32.48464835912966
2024-04-17,2024-04-17,88.67773641375261,24.82320055904962,22.26345213137666,24.56533892382949,31.82757925141082
2024-04-18,2024-04-18,87.32352934175879,16.36655052264808,15.16306620209059,15.99094076655052,32.15417378460133
2024-04-19,2024-04-19,89.47643751508734,30.32724719101124,27.48806179775281,29.66783707865169,31.81565831216534
2024-04-20,2024-04-20,85.07401203859973,29.96655052264808,27.13867595818815,29.61045296167248,32.89762128770144
2024-04-21,2024-04-21,94.17201329538536,26.87125956854558,24.20946416144746,26.07933194154489,30.40396608738909
2024-04-22,2024-04-22,84.81841170298365,17.96868475991649,16.64022268615171,17.2018093249826,32.92160320879273
2024-04-23,2024-04-23,82.18072002205625,30.21733053808526,27.09014675052411,29.58560447239693,33.69465058204763
2024-04-24,2024-04-24,84.43761518952245,32.77522616562283,28.91579679888657,33.88726513569937,33.80287186337911
2024-04-25,2024-04-25,84.67187211176713,44.63813500347947,38.41892832289492,49.67084203201114,33.26602179222665
2024-04-26,2024-04-26,83.69321849833683,37.5609243697479,33.25840336134454,38.00840336134454,32.92807058125985
2024-04-27,2024-04-27,84.49091158065849,40.98886569241476,35.62212943632568,43.15031315240083,33.01665558944416
2024-04-28,2024-04-28,86.98852198559537,23.17573221757322,21.2928870292887,22.47629009762901,32.44269718186127
2024-04-29,2024-04-29,83.66538354186588,26.70375521557719,24.08205841446453,26.94993045897079,33.67701905824876
2024-04-30,2024-04-30,78.82270361701896,29.38274182324287,26.85664578983994,30.53514265831594,34.62980584958899
2024-05-01,2024-05-01,76.93249579914455,54.39175977653631,49.93296089385475,70.19064245810056,35.31839381383118
2024-05-02,2024-05-02,93.07312692724678,20.23152022315202,18.80753138075314,19.5997210599721,30.65290379224961
2024-05-03,2024-05-03,85.36416878696939,24.37604456824512,21.47214484679666,25.12465181058496,32.88778858543189
2024-05-04,2024-05-04,87.42397576466814,17.81063829787234,16.24822695035461,17.36595744680851,32.27735929548865
2024-05-05,2024-05-05,94.07078261501434,39.6279554937413,34.76842837273992,44.29763560500695,30.48320955958254
2024-05-06,2024-05-06,84.66126467910415,23.38520586182833,21.39148639218423,23.25750174459176,33.09542520846509
2024-05-07,2024-05-07,88.49809287250906,26.04492753623189,23.44855072463768,25.33840579710145,32.02855649201766
2024-05-08,2024-05-08,90.39892357260132,18.78288100208768,17.25330549756437,17.94850382741823,31.16272418633383
2024-05-09,2024-05-09,89.2741267682781,49.81350034794711,43.65274878218511,58.50869867780097,31.9070804094223
2024-05-10,2024-05-10,84.19223718475877,37.48491228070176,32.74105263157895,39.5459649122807,33.21289833470395
2024-05-11,2024-05-11,86.04225721080711,30.06189151599444,26.33379694019472,30.39221140472879,32.71536263371708
2024-05-12,2024-05-12,87.59393178140309,36.48705388383485,32.06857942617215,36.33240027991602,32.37352439287745
2024-05-13,2024-05-13,82.83117607775505,21.75766016713092,20.44707520891365,20.93175487465181,33.01893016422027
2024-05-14,2024-05-14,88.72373790502216,30.60500695410292,27.39012517385257,30.02851182197497,32.24978068939336
2024-05-15,2024-05-15,94.60105603987256,34.44954766875435,30.51217814892136,34.04523312456507,30.87518425226709
2024-05-16,2024-05-16,86.8467953330592,27.25101214574899,24.382995951417,26.77975708502024,32.87350500933072
2024-05-17,2024-05-17,91.2946113329396,28.26294165981923,26.01807723911257,27.52423993426459,31.47350753245044
2024-05-18,2024-05-18,81.32597516838223,50.45473537604457,44.67479108635097,59.27506963788301,33.83457385729947
2024-05-19,2024-05-19,81.88444214718444,49.28521617852162,41.44142259414226,51.64435146443515,33.9211033777213
2024-05-20,2024-05-20,80.1236722176535,27.52982456140351,24.90947368421052,28.19087719298246,33.71498252467105
2024-05-21,2024-05-21,82.84213714067944,38.00696864111498,32.74285714285714,39.0020905923345,33.35094066447082
2024-05-22,2024-05-22,86.78930782989735,32.56506610995129,29.52748782185108,35.62352122477383,32.874662204177
2024-05-23,2024-05-23,89.86692295765147,25.92548746518106,23.7374651810585,25.03064066852368,31.86070391726693
2024-05-24,2024-05-24,80.69260516093532,27.47140864714087,24.80962343096234,29.15899581589958,33.98177398298575
2024-05-25,2024-05-25,85.81127419288981,31.77491289198606,28.82787456445993,31.2808362369338,33.17642456480019
2024-05-26,2024-05-26,85.67078571797745,29.72214484679666,26.64972144846797,30.47632311977716,32.68623607072325
2024-05-27,2024-05-27,88.80546426474426,47.11691022964509,42.72372999304105,59.45163535142658,32.12959114345479
2024-05-28,2024-05-28,81.5707679913122,21.40501043841336,20.0187891440501,20.55741127348643,33.9991578677502
2024-05-29,2024-05-29,83.56214007959393,43.40459610027855,37.46448467966574,47.96378830083565,34.22434751037768
2024-05-30,2024-05-30,87.06725352160534,31.64926931106472,27.96381350034795,32.44189283228949,32.44051748128425
2024-05-31,2024-05-31,89.59051993628219,38.95615866388309,33.13848295059151,41.69311064718163,31.76937604995759
2024-06-01,2024-06-01,90.1854491847708,25.95337508698678,23.90327070285317,25.32985386221294,31.56398637807444
2024-06-02,2024-06-02,89.38014744045017,34.44055944055944,30.45174825174825,33.34055944055944,32.00917640099158
2024-06-03,2024-06-03,83.89417576490585,40.38912133891213,35.10878661087866,40.5697350069735,32.81030247899778
2024-06-04,2024-06-04,83.35313717302837,56.37952646239555,49.29387186629526,67.81963788300835,33.37061571211536
2024-06-05,2024-06-05,87.22489747964559,28.80234070221066,26.05331599479844,30.30559167750325,32.27982210473539
2024-06-06,2024-06-06,86.65823482895213,37.55665839536807,34.47890818858561,46.94623655913978,32.31629629584755
2024-06-07,2024-06-07,90.46245508493033,34.52473867595819,30.37282229965157,35.15121951219512,31.42174016972452
2024-06-08,2024-06-08,86.29617080050923,58.81963788300835,51.79038997214484,71.83704735376044,32.90280036607493
2024-06-09,2024-06-09,87.05820917751132,52.56406685236769,45.24791086350975,59.88927576601672,32.72218518270424
2024-06-10,2024-06-10,90.95728694355644,34.57480862908838,30.65274878218511,34.17745302713988,31.17705598006916
2024-06-11,2024-06-11,82.3813451042574,36.91428571428571,33.02090592334495,42.05017421602788,33.24326380287729
2024-06-12,2024-06-12,80.7568767125522,30.86569241475296,26.72929714683368,31.51287404314544,33.45799774615899
2024-06-13,2024-06-13,83.63468645344032,28.27487821851079,25.53166318719555,27.57272094641614,32.50052179324602
2024-06-14,2024-06-14,82.84041210801489,47.88718662952646,41.42827298050139,51.95891364902507,32.63184953864903
2024-06-15,2024-06-15,79.2568876218663,52.85445682451253,44.31545961002786,57.71239554317549,33.89762857166173
2024-06-16,2024-06-16,79.93840386511724,54.48675034867504,47.06276150627615,62.89470013947001,33.96609190617645
2024-06-17,2024-06-17,87.7015605278334,41.61977715877438,35.79944289693594,41.91295264623955,31.88173618157262
2024-06-18,2024-06-18,79.33209053886078,23.49300699300699,21.16083916083916,24.72867132867133,33.72484674340599
2024-06-19,2024-06-19,82.27630806367432,30.18023660403619,27.55184411969381,31.80862908837857,32.37614004497488
2024-06-20,2024-06-20,85.13391291672103,53.29157967988866,46.22964509394572,62.7884481558803,32.32685829751924
2024-06-21,2024-06-21,85.598482859832,35.28984485190409,30.18688293370945,38.19534555712271,32.10186312789705
2024-06-22,2024-06-22,89.59196405271399,13.16225626740947,12.42688022284123,12.69846796657382,30.70305555498923
2024-06-23,2024-06-23,91.91087661764386,31.29624478442281,27.13977746870654,32.80319888734353,29.59968237949844
2024-06-24,2024-06-24,84.77124091872153,47.77575332866153,40.55290819901892,50.15557112824106,31.95131255098382
2024-06-25,2024-06-25,81.15306631104195,58.79178272980501,49.5299442896936,68.08983286908078,33.03207971259412
2024-06-26,2024-06-26,77.69928600308171,41.56886715566422,35.88753056234719,42.30969845150774,34.17885927232962
2024-06-27,2024-06-27,78.71179188538933,31.06124234470691,27.72090988626422,30.69816272965879,34.05839574618602
2024-06-28,2024-06-28,84.15749118913587,31.90993071593534,27.86297151655119,32.05003849114703,32.176072470861
2024-06-29,2024-06-29,85.55969365703288,47.0062630480167,39.72790535838553,53.214335421016,31.65004722260732
2024-06-30,2024-06-30,83.0298208592662,24.52228412256267,22.40529247910863,23.4150417827298,32.39295555688545
2024-07-01,2024-07-01,91.69349325308804,33.59151009046625,29.54766875434934,33.9874739039666,30.85788798481537
2024-07-02,2024-07-02,85.80787795746397,48.74176646706587,43.20059880239521,54.97904191616767,32.30524394326581
2024-07-03,2024-07-03,81.04180041129875,46.05431754874652,40.72144846796657,51.87325905292479,33.06630360382845
2024-07-04,2024-07-04,79.7553106965919,36.80766550522648,31.81184668989547,38.42160278745644,33.45425234272921
2024-07-05,2024-07-05,78.66496280054376,41.3549965059399,36.56813417190776,49.28441649196366,32.59623657482475
2024-07-06,2024-07-06,81.09471076216728,30.56754874651811,27.42200557103064,31.87186629526462,32.29820872647279
2024-07-07,2024-07-07,83.04963666030577,31.30796586059744,27.48719772403983,33.88691322901849,32.21823101003882
2024-07-08,2024-07-08,81.27248149492215,31.04108635097493,27.11350974930362,35.02576601671309,32.6095275241796
2024-07-09,2024-07-09,89.41367513700418,28.78705636743215,26.21711899791232,28.17466945024356,31.43324117322058
2024-07-10,2024-07-10,87.56770821999042,37.40320334261838,32.77855153203343,36.90320334261838,31.48281044282621
2024-07-11,2024-07-11,90.00624812853876,26.14564459930314,23.75540069686411,25.5588850174216,30.97694062023628
2024-07-12,2024-07-12,78.97046017447553,26.40839160839161,22.85524475524475,25.73566433566434,32.77868265561074
2024-07-13,2024-07-13,86.53207246678193,52.98608211551844,44.89004871259569,60.19067501739735,31.93512727422853
2024-07-14,2024-07-14,80.29046957909273,39.76061238691719,34.55114822546973,40.92971468336813,33.68636734550333
2024-07-15,2024-07-15,87.70589164372606,42.43523676880223,36.26114206128134,43.4575208913649,31.16822415407654
2024-07-16,2024-07-16,82.07858728715422,65.62491301322198,57.44676409185804,79.28462073764788,32.62881412386646
2024-07-17,2024-07-17,81.41844343956593,57.96172581767571,49.36325678496868,66.97425191370911,32.76068765086769
2024-07-18,2024-07-18,81.27959046182754,36.27566807313643,31.16526019690577,39.22011251758087,31.97359109226661
2024-07-19,2024-07-19,80.50145108934859,50.37535211267605,42.51267605633803,53.92746478873239,33.45217272261499
2024-07-20,2024-07-20,81.08245578743296,56.01257396449704,47.45414201183432,64.27440828402366,33.27247235901962
2024-07-21,2024-07-21,78.1752359742487,54.49268292682927,45.86411149825784,60.47595818815331,34.244933018701
2024-07-22,2024-07-22,78.36851625701331,58.27070285316632,50.16283924843424,67.10368823938761,34.19335542491682
2024-07-25,2024-07-25,71.94249970098295,51.92275574112735,45.53653444676409,63.84342379958246,35.04905111356668
2024-07-26,2024-07-26,69.21188617336242,43.20398912058024,37.42248413417951,49.10879419764279,35.57417426018529
2024-07-27,2024-07-27,74.8010218659769,60.34359961501444,51.62752646775746,72.72762271414823,33.83713400054138
2024-07-28,2024-07-28,73.84722131610995,59.29993041057759,50.30201809324983,69.25956854558108,34.25877708482842
2024-07-29,2024-07-29,74.63868038164199,57.1595818815331,47.87735191637631,65.30243902439024,34.48700419037184
2024-07-30,2024-07-30,76.92854942385533,41.55431754874652,36.22632311977716,43.23119777158774,33.20716857910156
2024-07-31,2024-07-31,77.9054096386855,51.57043235704324,43.90167364016737,57.56066945606695,33.82927228217344
2024-08-01,2024-08-01,95.79742218230987,36.54965034965035,32.13986013986014,36.15104895104895,29.20326819786658
2024-08-02,2024-08-02,79.51841221546397,42.66434540389972,36.32311977715877,45.47701949860724,33.31558397553425
2024-08-03,2024-08-03,81.76525402866034,55.66991643454039,47.52298050139276,61.61629526462396,33.48911593551423
2024-08-04,2024-08-04,80.28083647301236,29.92205984690327,26.34029227557411,32.35560194850382,33.27593841234179
2024-08-05,2024-08-05,85.7748260073011,22.43036211699164,20.22980501392758,22.4491643454039,31.63683197956563
2024-08-06,2024-08-06,84.0469816947199,44.43632567849687,39.04384133611691,50.09533750869868,32.270561329756
2024-08-07,2024-08-07,83.92686943420537,45.04801670146138,39.20876826722338,49.14683368128045,32.29486580930324
2024-08-08,2024-08-08,90.6930603579506,40.61377870563674,35.03270702853166,40.60542797494781,30.88083287121608
2024-08-09,2024-08-09,84.25322316664852,55.91637630662021,50.4,67.06689895470383,32.39127405678354
2024-08-10,2024-08-10,87.85142148627783,50.63326374391092,44.44398051496172,60.58942240779402,31.68604139992987
2024-08-11,2024-08-11,84.01028414774704,40.08281141266527,34.13917884481559,41.15588030619346,32.99062008150933
2024-08-12,2024-08-12,82.23749690142303,28.36471408647141,25.58089260808926,28.31799163179916,32.21910293132191
2024-08-13,2024-08-13,76.33624547711665,43.74895688456189,37.47705146036161,46.58831710709318,33.90442446309436
2024-08-14,2024-08-14,80.34654801806063,58.47738343771746,50.73903966597077,68.41057759220598,32.96564281360093
2024-08-15,2024-08-15,76.72302884091899,44.79790940766551,38.5588850174216,47.04808362369338,33.57402820121951
2024-08-16,2024-08-16,87.99995735609124,39.50661099512874,34.41127348643006,38.54349338900487,32.2522979290351
2024-08-17,2024-08-17,98.42812370789083,51.25069637883009,43.12534818941504,57.10236768802228,29.56608318020706
2024-08-18,2024-08-18,85.25832779472208,52.13987473903967,43.76130828114127,56.15727209464161,32.61879938878197
2024-08-19,2024-08-19,88.80076713880788,42.27576601671309,36.27785515320334,43.19428969359331,31.75631403590975
2024-08-20,2024-08-20,81.6709596853223,34.77491289198606,30.91149825783972,36.66829268292683,32.88293265631805
2024-08-21,2024-08-21,91.83930208424007,26.98050139275766,24.15111420612813,26.23398328690808,30.08437876581814
2024-08-22,2024-08-22,87.25179461198461,48.56576200417537,41.55114822546973,54.95546276965901,31.38065154965586
2024-08-23,2024-08-23,81.73436514602905,62.4321503131524,53.74391092553932,74.92205984690327,32.81897495086606
2024-08-24,2024-08-24,93.85338148366776,33.02228412256267,29.1483286908078,33.66016713091922,29.98509441577625
2024-08-25,2024-08-25,87.47243436575765,37.12108559498956,32.7696590118302,38.45929018789144,31.01874046883155
2024-08-26,2024-08-26,84.297935151357,59.47599164926931,52.17814892136396,70.61447459986083,31.98704410943208
2024-08-27,2024-08-27,84.75809860494955,41.62212943632568,35.56993736951983,44.74669450243563,31.60875483694057
2024-08-28,2024-08-28,85.17606622250653,34.40905923344948,30.74216027874564,37.67247386759582,31.19090478345492
2024-08-29,2024-08-29,79.31286383404685,47.54659248956884,41.32823365785814,55.46383866481224,33.00203729239558
2024-08-30,2024-08-30,78.80075550612125,53.22416201117318,45.48114525139665,59.22416201117318,33.06499587756961
2024-08-31,2024-08-31,79.25787111413753,68.1892832289492,59.20528879610299,83.83507306889352,32.87327457818208
2024-09-01,2024-09-01,78.86059264286646,46.07172701949861,39.23119777158774,48.53342618384401,33.09861292081955
2024-09-02,2024-09-02,78.0630018250743,71.37391930835734,60.94596541786743,81.98631123919309,34.54400208223107
2024-09-03,2024-09-03,81.65596778239679,47.969654199012,41.71136203246295,53.82921665490473,33.11586152522936
2024-09-04,2024-09-04,85.96599913057419,48.08129439621153,42.28966061562747,54.03551696921863,31.87933508580184
2024-09-05,2024-09-05,93.04209017972332,67.34288990825688,58.24770642201835,85.55848623853211,30.39398508334379
2024-09-06,2024-09-06,91.79503683639248,45.86356073211314,38.80865224625624,47.6189683860233,30.96930175375026
2024-09-07,2024-09-07,86.11448002432634,57.71377245508982,47.97604790419162,65.11137724550898,32.68300752011602
2024-09-08,2024-09-08,76.14932956790766,42.94093178036606,37.71214642262895,45.62063227953411,34.06535245416168
2024-09-09,2024-09-09,75.42207961471782,42.83810188415911,37.0969993021633,45.05094207955339,34.25285046531533
2024-09-10,2024-09-10,93.0135599194807,44.67309875141884,38.02497162315551,46.45743473325766,30.67461652463465
2024-09-11,2024-09-11,86.78485082711285,38.68286099865047,33.91632928475034,39.39271255060729,31.80414361992346
